Data,Tipo,Legenda / Tema,Views (Plays),Alcance,Interações,Shares,Visitas Perfil,Likes,Comentários,Salvos,Link do Post,Status/Erro
2026-01-21,REELS,"Vocês querem paciência?? 
Paciência nem sempre é um dom que se recebe pronto.
Ela é uma aprendizagem diária.

A gente costuma pensar que paciência é esperar sem sentir nada.
Mas não é.
Paciência é sentir tudo: o cansaço, a pressa, a vontade de desistir e ainda assim permanecer fazendo o que precisa ser feito.

Ela não nasce do silêncio.
Ela nasce do atrito entre o que eu gostaria que fosse
e o que, hoje, é.

Paciência é uma espera ativa.
É estar em movimento mesmo quando nada parece avançar.
É caminhar um pouco mais, deliberadamente.
É se colocar, de forma intencional, em situações de desconforto e decidir ali ficar.
Decidir ali sustentar.

É repetir gestos simples, muitas vezes invisíveis,
com a alma cansada, mas o coração decidido.

É acordar de madrugada.
É insistir em amamentar, em ensinar a sugar, em segurar o copo.
É trocar roupa, trocar lençol, trocar plano.
É segurar no colo quando o corpo já não aguenta.
É continuar quando ninguém aplaude.

Não é resignação.
É intenção.

Paciência é dizer, todos os dias:
“Eu fico.”
“Eu faço.”
“Eu não abandono.” ( nem aos outros e nem a mim, ou pelo menos não deveria) 

E isso exige treino.
Treino de presença.
Treino de humildade.
Treino de aceitar que o tempo não anda no ritmo do meu desejo.

Ela se constrói na repetição. Presta atenção : repetição!!
Mesmo quando a gente cai.
Porque o problema não está em cair,o problema está em não levantar.

Paciência é construída assim:
tijolo a tijolo, dia após dia,sem atalhos.

Sim, é verdade:
algumas pessoas parecem recebê-la em doses maiores.
Outras, como pequenas gotas homeopáticas, quase imperceptíveis.

Você é daquelas que recebeu paciência em abundância
ou daquelas que foi chamada a construí-la com mais empenho? Eu faço parto do segundo grupo…

E você?

Se este conteúdo fez sentido para você siga @karinabotti  e já compartilhe com uma amiga 💝",128,128,2,0,0,2,0,0,https://www.instagram.com/reel/DTyqAD1D51F/,OK
2026-01-21,FEED,"Eu sei que talvez você esperasse encontrar mais do que isso.Algo mais elaborado, mais transformador, mais “eficiente”.

Mas a verdade é que, na maioria das vezes,
nós ignoramos o simples porque de tão simples parece que não funciona.

E nesse movimento,esperando algo grande o suficiente para nos salvar,não fazemos nada.

Nos misturamos ao caos externo.
Funcionamos no automático.
Atravessamos o dia sem realmente estar nele.

O simples não chama atenção.
Não impressiona.
Não promete mudança imediata.

Mas é justamente o simples que sustenta
quando o dia não cabe em grandes soluções.

Um banho quente.
Uma pausa em silêncio.
Um gesto de presença.

Não para organizar a vida.
Mas para não se abandonar dentro dela.

Salve este post e envia para uma amiga que merece seu cuidado hoje .
Há dias em que lembrar disso é o que nos devolve a nós mesmas.",597,597,88,0,6,82,1,5,https://www.instagram.com/p/DTyHBPrDxu8/,OK
2026-01-20,FEED,"Essa foto me emocionou.
Porque estar aqui sentada trabalhando, envolve muito mais do que um dia cheio.

Pra eu estar aqui, alguém precisou estar lá.
E esse alguém é meu marido.
Ele está sustentando o que, hoje, eu não posso.
Ele está assumindo aquilo que, nesse momento, seria demais pra mim.

E isso me fez pensar o quanto, por trás da nossa presença em certos lugares, há ausências escolhidas.
E o quanto as escolhas certas nem sempre são fáceis.

Renúncia, quando nasce do amor, é diferente de abandono.
Parceria, quando é madura, não é medida por igualdades perfeitas mas por um equilíbrio construído no real.
E o real, na maioria das vezes, exige um pouco mais de um… para que o outro possa simplesmente ser. Esqueçam a equação de 50/50 

Não, não é sobre idealizar.
É sobre reconhecer que toda mulher que carrega no colo, no corpo ou no coração um peso a mais, precisa também de quem segure as pontas.

Se você tem alguém assim, reconheça.
Se você é esse alguém, eu te vejo.
Se você sente falta disso, que essa imagem acenda em você um desejo possível: o de não carregar tudo sozinha..

E acredite, isso é também uma construção. Ninguém aqui chegou pronto e nem completamente disposto, nem ele e nem eu.  E seguimos assim, em construção, bem longe da perfeição .. mas seguimos a cada dia firmes da nossa decisão diária. 

E você? Tem conseguido dividir o peso da sua vida com alguém?
Ou sente que está carregando sozinha?
Me conta aqui nos comentários ou no direct, se quiser desabafar em silêncio. Eu te escuto!! 
Você não precisa dar conta de tudo. E não precisa seguir sozinha. 🤍",1324,1324,67,2,9,61,2,4,https://www.instagram.com/p/DTvehBSDkU8/,OK
2026-01-20,REELS,"Nem sempre é o tanto que você faz que te esgota.
Atendendo tantas mulheres eu percebo que, o que pesa de verdade…é tudo o que você deixa de ser.

O cansaço mais profundo não nasce só da correria,mas da ausência de si mesma na própria vida.
De uma espera passiva por um tempo de descanso que nunca chega.
De dias que escorrem sem pausa, sem espaço, sem respiro.

Mas o descanso… o descanso real, aquele que cura 
ele não acontece por acaso.

Ele precisa ser criado.
No pequeno café que você toma sentada.
Na oração sussurrada no meio do caos.
No banho demorado que você se permite.
Na pausa sem culpa.
Na escolha, mesmo tímida, de voltar pra si.
Na presença. P.R.E.S.E.N.Ç.A

Porque não é só sobre dar conta.
É sobre existir. É sobre se lembrar que você também importa e não “apenas” isso, se lembrar que você é quem dá o tom para sua casa. 

Você também tem esperado por um tempo que nunca chega? Disfarçado seu auto abandono com uma lista de justificativas? 
Me conta: há quanto tempo você não cria pausas?",460,460,54,10,0,49,3,2,https://www.instagram.com/reel/DTuxt4bjvyq/,OK
2026-01-06,REELS,"Vocês querem paciência?? 
Paciência nem sempre é um dom que se recebe pronto.
Ela é uma aprendizagem diária.

A gente costuma pensar que paciência é esperar sem sentir nada.
Mas não é.
Paciência é sentir tudo: o cansaço, a pressa, a vontade de desistir e ainda assim permanecer fazendo o que precisa ser feito.

Ela não nasce do silêncio.
Ela nasce do atrito entre o que eu gostaria que fosse
e o que, hoje, é.

Paciência é uma espera ativa.
É estar em movimento mesmo quando nada parece avançar.
É caminhar um pouco mais, deliberadamente.
É se colocar, de forma intencional, em situações de desconforto e decidir ali ficar.
Decidir ali sustentar.

É repetir gestos simples, muitas vezes invisíveis,
com a alma cansada, mas o coração decidido.

É acordar de madrugada.
É insistir em amamentar, em ensinar a sugar, em segurar o copo.
É trocar roupa, trocar lençol, trocar plano.
É segurar no colo quando o corpo já não aguenta.
É continuar quando ninguém aplaude.

Não é resignação.
É intenção.

Paciência é dizer, todos os dias:
“Eu fico.”
“Eu faço.”
“Eu não abandono.” ( nem aos outros e nem a mim, ou pelo menos não deveria) 

E isso exige treino.
Treino de presença.
Treino de humildade.
Treino de aceitar que o tempo não anda no ritmo do meu desejo.

Ela se constrói na repetição. Presta atenção : repetição!!
Mesmo quando a gente cai.
Porque o problema não está em cair,o problema está em não levantar.

Paciência é construída assim:
tijolo a tijolo, dia após dia,sem atalhos.

Sim, é verdade:
algumas pessoas parecem recebê-la em doses maiores.
Outras, como pequenas gotas homeopáticas, quase imperceptíveis.

Você é daquelas que recebeu paciência em abundância
ou daquelas que foi chamada a construí-la com mais empenho? Eu faço parto do segundo grupo…

E você?",1787,1787,98,55,0,88,7,3,https://www.instagram.com/reel/DTL9XXpDzg6/,OK
2026-01-01,FEED,"Às vezes, a gente vislumbra um ano novo com expectativas grandiosas.
Queremos o perfeito. O leve. O lindo.
Mas, verdade seja dita: nossa capacidade de julgamento é limitada.

Idealizamos uma vida sem rachaduras, quando, na verdade, é por elas que a luz entra.
Queremos só as flores e esquecemos que os espinhos também fazem parte do caminho.

A vida, com sua delicadeza e firmeza, vai nos apresentando pequenas e grandes oportunidades de crescer.
Nem sempre da forma que imaginávamos.
Às vezes, através de choros incontidos.
De perdas não previstas. De mudanças que nos atravessam antes que possamos entender.

Mas mesmo diante da dor, nasce flor e ela não vem sozinha, vem com espinho.

Não se trata de desejar os espinhos. Mas de aprender a não fugir deles.
Porque é na mistura, nessa composição imperfeita de luz e sombra, que a vida floresce de verdade.

Não existe vida perfeita.
Mas existe aquela que pode ser imperfeitamente perfeita
quando a gente se abre ao que é, ao que nos acontece,
ao que foi escolhido para nós.

Em 2026, que os seus olhos não estejam apenas fixos no que foi planejado.
Mas que estejam atentos ao que se apresenta.

Às vezes, a vida não cumpre nossas expectativas, as vezes ela frustra e muitas vezes ela supera.
Mas só para quem tem olhos que sabem ver.
E um coração que sabe confiar.

Que possamos, então, seguir abertos ao mistério.
Às flores, sim.
Mas também aos espinhos.
E a tudo o que nos faz, verdadeiramente, viver.

Feliz Ano Novo!!!",840,840,21,0,2,18,1,2,https://www.instagram.com/p/DS-pLkxD_YN/,OK
2025-12-31,REELS,"Último dia do ano.
O mais desafiador da minha vida.

Quatro dos doze meses estivemos em hospitais.
Três vezes, a UTI foi nosso endereço temporário.
E eu precisei aprender a viver entre alarmes e esperas,
entre terapias e consultas, entre uma filha atípica que exige tudo de mim e duas outras filhas que também me pedem inteira.

Foram dias em que o cansaço quase me  paralisava.
E, mesmo assim, eu segui.

Porque 2025 foi também o ano em que eu mais cresci.
Mais floresci.
Mais vivi.
Foi o ano do maior sucesso profissional da minha vida.
E isso não é contradição.
É graça.
Graça que não poupou a dor, mas superabundou nela.

Sou grata a tudo que Deus não evitou que eu sofresse.
Porque, mesmo quando eu chorei,Ele esteve.
Mesmo quando eu temi, Ele sustentou.

Nunca foi só sobre sofrimento.
Foi sobre o que nasceu apesar dele.
Foi sobre a coragem de permanecer fiel.

E hoje, com o coração, agradeço a cada um que esteve conosco.

Cada oração foi um sopro de força.
Cada gesto de carinho, um refrigério.
Cada paciente, uma esperança 

Seguimos para 2026 como quem sabe que a vida é dom e repetindo que Senhor, o que tu quiseres, também quero. 

Obrigada. 

Com amor,
Karina",1043,1043,49,0,0,45,3,1,https://www.instagram.com/reel/DS8UHDuDy1E/,OK
2025-12-28,REELS,"Hoje, durante o almoço, observei a Teresa  e, mais uma vez, vi a dificuldade dela em executar um simples movimento de pinça.
Ela ficou ali por muito tempo tentando, tentando… sem desistir.

Não, não é novidade pra mim.
Sim, eu já sei quais marcos ela ainda não alcançou.
Mas a Teresa, com síndrome de Down, precisa se esforçar muito, muito mesmo, pra conquistar o que muitas vezes nos parece pequeno.

Me lembrei das irmãs dela.
Elas atingiram esses marcos tão naturalmente…
Enquanto pra Teresa, tudo exige mais.

Eu chorei.
Chorei não por mim, mas por ela.
Por imaginar que ao longo da vida ela vai precisar sempre se esforçar, sempre ir além, sempre fazer mais pra conquistar. Para alguns uma corrida de 100m, para ela uma maratona. 

Mas então refleti um pouco. Talvez ela nem sofra.
Talvez ela nem veja isso como um peso.
Porque sou eu quem está medindo com a régua que conheço.
Mas ela, ela tem a dela.
E o esforço, pra ela, talvez não seja sacrifício, mas parte do caminho.

Foi quando entendi, de novo, o meu papel:
Não é lamentar as limitações.
É ser ponte.
É ajudar a atravessar.

Então mandei mensagem pra uma amiga @lubianchi.neuroeducacao que entende profundamente de desenvolvimento infantil.
Sim, eu também entendo. Mas às vezes, mesmo quando sabemos o caminho, a gente precisa de alguém pra nos lembrar por onde começar.

Ela me enviou sugestões, e em pouco tempo eu já estava com duas atividades prontas, feitas em casa, simples, mas cheias de intencionalidade.

Sim, eu poderia ter deixado pra depois.
Mas essa era uma pendência que precisava de resposta.
Que traria paz ao meu coração inquieto de mãe.

A vida não seria assim para muitos? 

Quantas vezes você também chorou diante de algo que parece pequeno para os  outros, mas é gigante pra você?

Quantas vezes você parou na dor, ou fingiu que ela nem existia?

Chorar não é o problema.
O problema é parar no choro.
O problema é também ignora-lo

Eu chorei.
Eu senti.
Mas eu me movi.

E talvez seja isso que você precise fazer hoje.
Mesmo que o seu mover comece com um pedido de ajuda.
Mesmo que ele seja pequeno, como num movimento de pinça. Sim, hoje, 28/12 porque não existe tarde demais… é tempo!",2261,2261,183,2,0,168,13,2,https://www.instagram.com/reel/DS0qlh0D-1g/,OK
2025-12-24,REELS,"Hoje é véspera de Natal, e enquanto muitos arrumam a mesa ou se preparam para os abraços da noite, eu estou aqui.
Em casa, com a Teresa no colo, embalando seu corpinho  com uma canção. Não, não canto bem mas se tirasse minha voz vocês perderiam de ouvir a dela.

Ficaremos assim. Só nós duas.Não por tristeza, mas por cuidado.Escolhemos o silêncio para protegê-la da agitação  e, de alguma forma, é nesse silêncio que Cristo vem.

Não tem árvore grande, nem gente chegando com pratos e presentes.Mas há amor. Há paz. Há um quarto cheio da presença de Deus.

E talvez o Natal seja sobre isso:
Sobre se dar.
Sobre ofertar sua presença como o maior presente.
Sobre entender que o céu desceu em lugares pequenos, esquecidos, como uma manjedoura.
Ou como um quarto silencioso, onde uma mãe canta baixinho para sua filha.

Hoje, Cristo nasce aqui.
E aí também, onde você estiver, se você se entregar ao AMOR.

🎄 Feliz Natal 🎁",2477,2477,177,6,0,148,26,3,https://www.instagram.com/reel/DSqf2HFD78b/,OK
2025-12-23,REELS,"Tema: como lidar com erros passados 

Ser dura demais consigo mesma pelos erros do passado pode até parecer humildade.Mas, muitas vezes, é soberba disfarçada.

Quando você não se perdoa, no fundo está dizendo:
“Eu deveria ter sido melhor do que fui.”

Isso não é humildade.
É exigência de perfeição.
E perfeição exigida de si mesma é orgulho ferido.

A humildade verdadeira reconhece o erro e aceita o próprio limite.
A soberba reconhece o erro,
mas não aceita ser humana.

Culpa saudável aponta direção.
Autopunição paralisa.

Na Live falo de uma hierarquia que precisa ser respeitada e que mudará sua forma de olhar para si e para o outro.",1081,1081,65,7,0,56,6,3,https://www.instagram.com/reel/DSmk9qWjntY/,OK
2025-12-15,REELS,"Talvez o que te falta não seja força mas um lugar seguro para respirar,acolher o que dói e lembrar quem você é.
⁣
Nos dias em que tudo pesa, é fácil esquecer:
- que sua vida tem propósito,
-que existe beleza mesmo no cansaço,
- que ser mulher é ser mãe  não é sinônimo de se anular.
⁣
Quando uma mulher se volta para si com coragem,
ela reencontra Deus na própria história.
⁣
Ela aprende a ordenar sua casa interna.
A descansar sem culpa.
A se entregar sem se perder.
⁣
É isso que acontece quando começamos a cuidar de cada parte de nós .

Se esse vídeo tocou algo em você, talvez seja hora de voltar pra C. A.S.A, pra si mesma.

Se algo em você se reconheceu nessas palavras, talvez seja um sussurro da sua alma para você buscar direção.
A terapia pode ser esse espaço: de pausa e de encontro com você e com a vida que deseja viver.

Porque você não precisa de uma nova vida, você precisa de leveza na vida que já é sua.",101,101,1,0,0,1,0,0,https://www.instagram.com/reel/DSTi_ekDuYF/,OK
2025-12-15,REELS,"Talvez o que te falta não seja força mas um lugar seguro para respirar,acolher o que dói e lembrar quem você é.
⁣
Nos dias em que tudo pesa, é fácil esquecer:
- que sua vida tem propósito,
-que existe beleza mesmo no cansaço,
- que ser mulher é ser mãe  não é sinônimo de se anular.
⁣
Quando uma mulher se volta para si com coragem,
ela reencontra Deus na própria história.
⁣
Ela aprende a ordenar sua casa interna.
A descansar sem culpa.
A se entregar sem se perder.
⁣
É isso que acontece quando começamos a cuidar de cada parte de nós .

Se esse vídeo tocou algo em você, talvez seja hora de voltar pra C. A.S.A, pra si mesma.

Se algo em você se reconheceu nessas palavras, talvez seja um sussurro da sua alma para você buscar direção.
A terapia pode ser esse espaço: de pausa e de encontro com você e com a vida que deseja viver.",512,512,9,0,0,7,0,2,https://www.instagram.com/reel/DSTbwqlDxKU/,OK
2025-12-08,FEED,"Eu nunca imaginei que a primeira carta seria escrita aqui.
Na UTI. 

Quando sonhei com Cartas de um Milagre, eu queria celebrar. O lançamento deste projeto foi no dia do aniversário dela de 1 ano…

Queria contar sobre os aprendizados, os sinais, as transformações e tudo que aprendi nos  nossos 12 meses juntas que na verdade,  não é sobre nós. 

Queria escrever com o coração calmo, olhando para tudo de longe, com a distância segura de quem já passou pela dor.
Mas a vida, me chamou de volta pro lugar onde tudo começou: o susto, o medo, a oração que a gente só faz quando entende que não tem controle de nada.

É daqui que escrevo.
Mais uma vez.
Com fé.
Com olhos marejados.
E com a certeza de que tudo isso precisa alcançar outras pessoas.

Cartas de um Milagre não é um produto.
É um fio de esperança.
É um pedaço da nossa história, entregue mês a mês, em palavras que nascem do que vivi, senti e compreendi, como mulher, terapeuta,  como mãe de um milagre vivo. 

Se você sente que sua vida precisa de pausas com sentido,que precisa reencontrar fé mesmo nos dias escuros,e se deseja transformar sua própria história a partir da escuta sensível de outra…talvez você precisa de: 

A cada mês, uma carta.
Palavras nascidas de uma menina, escritas por sua mãe,
carregadas de fé, esperança, aprendizados e amor.
Então essa carta é pra você.

E as próximas também serão.
Uma a uma, mês a mês.
Como um sussurro de Deus para o seu coração.

Se quiser descobrir como recebe-las, digite CARTA nos comentários que te explicarei.",4744,4744,268,0,350,178,78,12,https://www.instagram.com/p/DSBicEADqLh/,OK
2025-11-17,REELS,"12 meses de vida.
12 cartas nascidas de um milagre.

Cartas de um Milagre: sussurradas por Ele, através de uma menina que ainda nem fala … mas que já diz tudo e escritas por mim. 

Um ano da Teresa e eu quero celebrar com entrega. Porque não é sobre um produto, é sobre trazer esperança! 

Ao receber cada carta você estará apoiando uma menina com olhos de céu e também ajudando ( e muito) a si mesma ( mesmo que ainda não saiba disso) 

Sentiu que é para você? 

Te espero do lado de cá! Me chama no direct",1382,1382,152,6,0,83,63,6,https://www.instagram.com/reel/DRLaRRvDjGa/,OK
